team,year,oast_dast,fgp,ftp,tpp,win_ratio,num_allstar,avg_age,result,is_champ
UTA,1981,0.8822160148975792,0.4940907869997314,0.7510955302366346,0.2268041237113402,0.3048780487804878,1,24.747522750252777,Non-Playoff Team,N
WA1,1981,1.0497617787188989,0.47433035714285715,0.7724465558194774,0.25,0.524390243902439,0,25.82057488653555,Playoff Team,N
ATL,1982,1.0093409444732746,0.46907360761265043,0.7513027001421128,0.2393617021276596,0.524390243902439,0,26.274496609555356,Playoff Team,N
BOS,1982,1.0932412432165761,0.4917185636676825,0.7367972742759795,0.20967741935483872,0.6829268292682927,2,27.180685829551187,Playoff Team,N
CHI,1982,0.9354260089686098,0.4797233147972331,0.737174721189591,0.215311004784689,0.34146341463414637,1,24.213614669680986,Non-Playoff Team,N
CLE,1982,0.8668329177057357,0.46490350250178697,0.7211296016137166,0.25,0.2804878048780488,0,27.07421009677043,Non-Playoff Team,N
DAL,1982,0.9720646006110869,0.4866225165562914,0.752233956133225,0.23243243243243245,0.4634146341463415,0,24.180334515965534,Non-Playoff Team,N
DEN,1982,0.9778149853495186,0.4939367420927616,0.8082344213649851,0.19047619047619047,0.5487804878048781,2,27.066244298023314,Playoff Team,N
DET,1982,0.9360568383658969,0.47658510918179425,0.7422720247295209,0.2647058823529412,0.45121951219512196,2,24.57801810865191,Non-Playoff Team,N
GSW,1982,0.9050691244239631,0.4830847096430474,0.7366984993178718,0.22666666666666666,0.36585365853658536,0,24.634113754930652,Non-Playoff Team,N
HOU,1982,0.8574600355239786,0.4482943862476497,0.7249224405377456,0.24723247232472326,0.17073170731707318,0,28.88246325392803,Non-Playoff Team,N
IND,1982,0.9611086276262852,0.4799948206655445,0.7575916230366492,0.211864406779661,0.24390243902439024,0,24.758626589859126,Non-Playoff Team,N
KCK,1982,1.0791186780170254,0.49686038744154976,0.7268774703557312,0.2372093023255814,0.5487804878048781,0,24.786727607289134,Non-Playoff Team,N
LAL,1982,1.054416073670992,0.527689030883919,0.7360905957656327,0.10416666666666667,0.7073170731707317,3,26.908109477952355,Playoff Team,N
MIL,1982,1.0357317670093,0.4887144259077527,0.7529360591561548,0.21893491124260356,0.6219512195121951,2,28.032929904185576,Playoff Team,N
NJN,1982,1.083417593528817,0.49159663865546216,0.7049109083007388,0.20134228187919462,0.5975609756097561,1,24.981714163503177,Playoff Team,N
NYK,1982,1.0859583555792847,0.48167230973060504,0.71034180543383,0.25190839694656486,0.5365853658536586,0,26.4514011613229,Playoff Team,N
PHI,1982,0.9650550502632839,0.49916805324459235,0.7418867924528302,0.22935779816513763,0.7926829268292683,4,26.74831064044377,Champion,Y
PHO,1982,1.1569416498993963,0.4966471081307628,0.7428049337597076,0.25316455696202533,0.6463414634146342,1,26.566092245311708,Playoff Team,N
POR,1982,0.9797297297297297,0.4855418304323414,0.7384554140127388,0.23333333333333334,0.5609756097560976,1,25.19235636547709,Playoff Team,N
SAS,1982,0.9708029197080292,0.5036784741144414,0.7645867098865479,0.3051948051948052,0.6463414634146342,2,27.050859453993933,Playoff Team,N
SDC,1982,0.9914489311163895,0.4748493581346607,0.7239179954441913,0.24427480916030533,0.3048780487804878,0,24.840746343923353,Non-Playoff Team,N
SEA,1982,1.0615097856477167,0.4942971004534836,0.7303782025213501,0.21014492753623187,0.5853658536585366,3,27.373289573340067,Playoff Team,N
UTA,1982,0.9881925522252498,0.4801144102424407,0.7557377049180328,0.24043715846994534,0.36585365853658536,0,25.63523158694002,Non-Playoff Team,N
WA1,1982,1.093532870122929,0.46833829154271145,0.7051966974259349,0.29535864978902954,0.5121951219512195,0,25.611966675082048,Non-Playoff Team,N
ATL,1983,0.9017769002961501,0.4743721545013952,0.7613918806959403,0.2169811320754717,0.4878048780487805,0,26.461092923696803,Playoff Team,N
BOS,1983,1.084312723556464,0.49979267449896336,0.7922725384295803,0.24017467248908297,0.7560975609756098,3,27.90142821348033,Champion,Y
CHI,1983,0.9373601789709173,0.4740390131956397,0.7460127591706539,0.17094017094017094,0.32926829268292684,0,24.165265265265262,Non-Playoff Team,N
CLE,1983,0.9014479215319944,0.4648783185840708,0.7433425160697889,0.2621951219512195,0.34146341463414637,0,25.784277774594628,Non-Playoff Team,N
DAL,1983,1.015485687470671,0.5000691085003456,0.7548936170212766,0.22826086956521738,0.524390243902439,1,24.72873966424455,Playoff Team,N
DEN,1983,1.0118222584590297,0.49292246022798447,0.8178438661710037,0.30196078431372547,0.4634146341463415,2,26.844332239333504,Playoff Team,N
DET,1983,1.0287277701778386,0.48015170670037927,0.7750294464075382,0.22695035460992907,0.5975609756097561,3,25.310524993720172,Playoff Team,N
GSW,1983,0.8544186046511628,0.4670825590655694,0.7431121459060923,0.24336283185840707,0.45121951219512196,0,25.535273891391988,Non-Playoff Team,N
HOU,1983,1.0894710825506673,0.4950219036240542,0.740065451145395,0.19480519480519481,0.35365853658536583,1,26.781118704125536,Non-Playoff Team,N
IND,1983,1.0245630609352858,0.48345021037868163,0.7663992449268523,0.2318840579710145,0.3170731707317073,0,23.915626588354883,Non-Playoff Team,N
KCK,1983,1.0574003795066413,0.4863070539419087,0.7771543086172344,0.2751322751322751,0.4634146341463415,0,26.61152361152361,Playoff Team,N
LAL,1983,1.0858027421494914,0.5315862068965517,0.7535211267605634,0.25663716814159293,0.6585365853658537,2,27.466986855409502,Playoff Team,N
MIL,1983,1.0786115364982134,0.4923959827833572,0.7404418011894648,0.2543103448275862,0.6097560975609756,1,28.333333333333336,Playoff Team,N
NJN,1983,1.1228437009932044,0.4979333149627997,0.7001607717041801,0.21120689655172414,0.5487804878048781,1,25.18493520518359,Playoff Team,N
NYK,1983,0.9960956564177648,0.49524645312271465,0.7745019920318725,0.28484848484848485,0.573170731707317,1,27.245530093175518,Playoff Team,N
PHI,1983,0.98545101842871,0.4952436704229475,0.754249815225425,0.27102803738317754,0.6341463414634146,2,27.73615635179153,Playoff Team,N
PHO,1983,1.075279261777562,0.5092797783933518,0.7590744101633394,0.2542955326460481,0.5,1,27.126440849342767,Playoff Team,N
POR,1983,0.9825389334591789,0.5052163026846571,0.7538869927948426,0.1937984496124031,0.5853658536585366,1,25.47987881848018,Playoff Team,N
SAS,1983,0.937648927720413,0.5062815697448517,0.7546082949308756,0.30038022813688214,0.45121951219512196,1,27.277727727727733,Non-Playoff Team,N
SDC,1983,0.8358649789029536,0.49610921501706484,0.7363861386138614,0.1875,0.36585365853658536,0,25.45570197668525,Non-Playoff Team,N
SEA,1983,0.9802458296751536,0.48849357616829026,0.7796747967479675,0.19285714285714287,0.5121951219512195,1,27.056370070778563,Playoff Team,N
UTA,1983,0.9968708091193563,0.4979287489643745,0.7810192023633677,0.3186119873817035,0.5487804878048781,2,26.63316481294237,Playoff Team,N
WA1,1983,1.0755642787046125,0.4841465180251918,0.7560199909132213,0.25177304964539005,0.4268292682926829,0,25.935292640040185,Playoff Team,N
ATL,1984,0.9626257786296119,0.4837758112094395,0.7515816111345424,0.31063829787234043,0.4146341463414634,0,25.166557542180804,Non-Playoff Team,N
BOS,1984,1.1205291523762861,0.5079863481228669,0.8062418725617685,0.3559870550161812,0.7682926829268293,3,28.501091093631054,Playoff Team,N
CHI,1984,0.9740831295843521,0.49978289188015634,0.7842438638163104,0.18012422360248448,0.4634146341463415,1,24.959808129260285,Playoff Team,N
CLE,1984,0.94627539503386,0.4712112982074959,0.7494981934965878,0.2865671641791045,0.43902439024390244,0,26.569211324570272,Playoff Team,N
DAL,1984,1.0184571699006153,0.489010989010989,0.7934595524956971,0.3431151241534989,0.5365853658536586,1,25.014354066985646,Playoff Team,N
DEN,1984,1.0519962859795728,0.48595787362086257,0.7850467289719626,0.31063829787234043,0.6341463414634146,2,27.98719112455875,Playoff Team,N
DET,1984,1.0925486473659232,0.48006000750093764,0.7882404951370469,0.22613065326633167,0.5609756097560976,2,26.871306101865862,Playoff Team,N
GSW,1984,0.7529965753424658,0.4630046326935804,0.7680758593441328,0.28211586901763225,0.2682926829268293,0,26.016721228909596,Non-Playoff Team,N
HOU,1984,1.057628719886632,0.5037634408602151,0.6992481203007519,0.22043010752688172,0.5853658536585366,2,25.200907715582446,Playoff Team,N
IND,1984,0.867528991971454,0.4763790278536319,0.7436406995230525,0.1935483870967742,0.2682926829268293,0,24.091152679474217,Non-Playoff Team,N
KCK,1984,0.9991467576791809,0.5036426116838488,0.7791907514450868,0.2647058823529412,0.3780487804878049,0,26.262346048068878,Non-Playoff Team,N
LAC,1984,0.8542402826855123,0.4954347520719202,0.7581521739130435,0.2978723404255319,0.3780487804878049,1,27.179016725798277,Non-Playoff Team,N
LAL,1984,1.1132728058798098,0.5448028673835126,0.7625448028673835,0.3050847457627119,0.7560975609756098,2,27.425006327512023,Champion,Y
MIL,1984,1.1365546218487395,0.49117971334068355,0.7573797007682976,0.30272108843537415,0.7195121951219512,2,25.623630396364565,Playoff Team,N
NJN,1984,1.0951898734177214,0.48972464741437205,0.7291014751899866,0.23214285714285715,0.5121951219512195,0,25.406115744250695,Playoff Team,N
NYK,1984,0.9328044797013533,0.4837346852555978,0.7259574468085106,0.25757575757575757,0.2926829268292683,1,25.827231467473528,Non-Playoff Team,N
PHI,1984,0.9345488546049556,0.4924199084668192,0.8033298647242456,0.26339285714285715,0.7073170731707317,2,27.903879468738513,Playoff Team,N
PHO,1984,1.0706098120128382,0.4909014557670773,0.7706140350877193,0.28338762214983715,0.43902439024390244,1,26.701480263157897,Playoff Team,N
POR,1984,0.9955257270693513,0.5028478437754271,0.7506561679790026,0.2524752475247525,0.5121951219512195,0,25.061016096579472,Playoff Team,N
SAS,1984,1.014454664914586,0.5134684809775063,0.7627382341501361,0.2722772277227723,0.5,1,27.908543983822042,Playoff Team,N
SEA,1984,0.9842342342342343,0.47424023154848044,0.7709327548806941,0.24324324324324326,0.3780487804878049,1,26.19122050241056,Non-Playoff Team,N
UTA,1984,1.0357660705654905,0.47630786086003835,0.7715694330320461,0.3355048859934853,0.5,1,26.73626929891167,Playoff Team,N
WA1,1984,1.0503018108651911,0.47866720845184885,0.743086978381096,0.27386934673366836,0.4878048780487805,0,27.24398109535724,Playoff Team,N
ATL,1985,1.0411311053984575,0.49039692701664533,0.7318786982248521,0.19879518072289157,0.6097560975609756,1,25.04524110073214,Playoff Team,N
BOS,1985,1.2406444906444907,0.5084792122538293,0.7940391459074733,0.3511450381679389,0.8170731707317073,3,29.30556534877865,Champion,Y
CHI,1985,0.9244239631336405,0.4809741248097412,0.7691076430572229,0.277602523659306,0.36585365853658536,1,26.429967262654245,Playoff Team,N
CLE,1985,0.9726672950047125,0.4804531012570797,0.7518279569892473,0.3375959079283887,0.35365853658536583,0,26.897118301314457,Non-Playoff Team,N
DAL,1985,0.8853422931541369,0.5005514199062586,0.7756337495270526,0.31614349775784756,0.5365853658536586,1,25.715071951527392,Playoff Team,N
DEN,1985,1.0161443494776827,0.4708947635993899,0.7984271523178808,0.23278688524590163,0.573170731707317,1,27.848696532523412,Playoff Team,N
DET,1985,1.1132981277004321,0.48438709677419356,0.782608695652174,0.3021978021978022,0.5609756097560976,1,26.505358948432765,Playoff Team,N
GSW,1985,0.8679569892473118,0.482357605391833,0.7596344854986095,0.3129496402877698,0.36585365853658536,0,26.503209847458628,Non-Playoff Team,N
HOU,1985,1.0555555555555556,0.490027375831052,0.7296631059983566,0.27419354838709675,0.6219512195121951,2,25.906150341685652,Playoff Team,N
IND,1985,1.0495867768595042,0.48125874125874124,0.7393495190105359,0.16083916083916083,0.3170731707317073,0,24.98810427739813,Non-Playoff Team,N
LAC,1985,0.7970838396111786,0.47285415212840193,0.7704062616474097,0.2794759825327511,0.3902439024390244,1,26.941128828144773,Non-Playoff Team,N
LAL,1985,1.0885906040268456,0.5221299196513687,0.7780163160154573,0.3374083129584352,0.7560975609756098,3,28.055723651033787,Playoff Team,N
MIL,1985,1.1055327868852458,0.4926128590971272,0.7637911884487227,0.32722513089005234,0.6951219512195121,1,26.00090886139863,Playoff Team,N
NJN,1985,1.053987122337791,0.4859608272839337,0.7554257095158597,0.20093457943925233,0.47560975609756095,1,27.262183396516676,Playoff Team,N
NYK,1985,0.935226706527155,0.46047767984077337,0.6857398301296379,0.34309623430962344,0.2804878048780488,1,25.51067912143398,Non-Playoff Team,N
PHI,1985,0.8944567627494456,0.48668177954094644,0.7580071174377224,0.22767857142857142,0.6585365853658537,3,27.992413966340116,Playoff Team,N
PHO,1985,1.0572359236854352,0.5030745030745031,0.7264256429370108,0.20765027322404372,0.3902439024390244,0,26.331427372396785,Non-Playoff Team,N
POR,1985,0.9671694764862466,0.4958110149704711,0.7652733118971061,0.2690909090909091,0.4878048780487805,1,26.47846889952153,Playoff Team,N
SAC,1985,1.0878186968838528,0.4900277008310249,0.7775876817792986,0.22388059701492538,0.45121951219512196,0,26.60778408432758,Playoff Team,N
SAS,1985,0.996033494931688,0.5061936936936937,0.7459373761395165,0.23469387755102042,0.4268292682926829,2,27.67836404948245,Playoff Team,N
SEA,1985,0.9700686947988224,0.4724465221702791,0.7786357786357786,0.2633333333333333,0.3780487804878049,0,26.308908776568693,Non-Playoff Team,N
UTA,1985,1.1122913505311078,0.48750529436679374,0.7164068299925761,0.20710059171597633,0.5121951219512195,1,25.96729019211325,Playoff Team,N
WA1,1985,0.8679245283018868,0.4632064913262451,0.7454068241469817,0.28431372549019607,0.47560975609756095,1,27.37905698582586,Playoff Team,N
ATL,1986,1.0834637454355764,0.4810250665172945,0.7587373167981961,0.3176470588235294,0.6951219512195121,1,25.846274708565634,Playoff Team,N
BOS,1986,1.1752427184466019,0.5169479506452985,0.8081746400371574,0.3663716814159292,0.7195121951219512,3,29.418884120171676,Playoff Team,N
CHI,1986,1.056706114398422,0.4726764500349406,0.7781721384205856,0.2608695652173913,0.4878048780487805,1,25.41906202723147,Playoff Team,N
CLE,1986,0.9299610894941635,0.4702330805953384,0.6965544244322631,0.23964497041420119,0.3780487804878049,0,24.429359655783344,Non-Playoff Team,N
DAL,1986,0.8754340277777778,0.48745422487454226,0.7905778432094221,0.3537519142419602,0.6707317073170732,2,26.270221327967807,Playoff Team,N
DEN,1986,1.0584741891274554,0.4708841655137719,0.7690809968847352,0.2710997442455243,0.45121951219512196,1,28.010970677451976,Playoff Team,N
DET,1986,0.996057171020207,0.4897056791488186,0.7651806302843966,0.23076923076923078,0.6341463414634146,2,26.59203227433182,Playoff Team,N
GSW,1986,0.9581416743330267,0.4790879654614139,0.779889152810768,0.31868131868131866,0.5121951219512195,0,26.43472440486584,Playoff Team,N
HOU,1986,1.0475070555032926,0.47714128339300466,0.7414012738853503,0.27469135802469136,0.5121951219512195,2,25.877502527805866,Playoff Team,N
IND,1986,1.0747894997523526,0.471600218459858,0.7815668202764977,0.2974683544303797,0.5,0,25.89252383341696,Playoff Team,N
LAC,1986,0.8158112582781457,0.451582105837425,0.741948310139165,0.22413793103448276,0.14634146341463414,0,25.957836198179983,Non-Playoff Team,N
LAL,1986,1.0976491862567812,0.5162180814354728,0.7890196078431373,0.3668903803131991,0.7926829268292683,3,27.790978205778003,Champion,Y
MIL,1986,1.0148957298907646,0.47473221642405933,0.7661828167908984,0.32342657342657344,0.6097560975609756,0,27.673660262891808,Playoff Team,N
NJN,1986,1.0168539325842696,0.47635182832133277,0.7671653241273494,0.32293986636971045,0.2926829268292683,0,26.09035507428859,Non-Playoff Team,N
NYK,1986,0.9019516728624535,0.4740139541506479,0.7303132938187976,0.3333333333333333,0.2926829268292683,0,26.34448938321537,Non-Playoff Team,N
PHI,1986,0.8823796548592189,0.4910188457008245,0.7531524646541842,0.25882352941176473,0.5487804878048781,3,26.688258445391927,Playoff Team,N
PHO,1986,1.0480854853072128,0.4972183588317107,0.7603041216486595,0.24206349206349206,0.43902439024390244,1,25.910702593805087,Non-Playoff Team,N
POR,1986,1.0776610324349019,0.503517726582977,0.774931693989071,0.2890855457227139,0.5975609756097561,0,26.943802070184297,Playoff Team,N
SAC,1986,1.0143918291550604,0.4751112909753136,0.7962888261395724,0.250814332247557,0.35365853658536583,0,26.160538013046242,Non-Playoff Team,N
SAS,1986,0.9347368421052632,0.4737124463519313,0.7421465968586387,0.2903225806451613,0.34146341463414637,1,27.02817470335774,Non-Playoff Team,N
SEA,1986,1.0795847750865053,0.48221715206012616,0.7576818358615325,0.3345008756567426,0.47560975609756095,1,26.115940569126167,Playoff Team,N
UTA,1986,1.113873694679264,0.4638009049773756,0.7262452909167015,0.31026785714285715,0.5365853658536586,0,26.729486206023793,Playoff Team,N
WA1,1986,0.816231343283582,0.45369744491009867,0.76451995258791,0.19724770642201836,0.5121951219512195,2,25.80801826947475,Playoff Team,N
ATL,1987,1.0435222672064777,0.4847930160518164,0.7673084801310938,0.30141843971631205,0.6097560975609756,1,26.507684529828104,Playoff Team,N
BOS,1987,1.1877729257641922,0.521216509775525,0.802608695652174,0.3843971631205674,0.6951219512195121,3,29.764459049545,Playoff Team,N
CHI,1987,1.0336700336700337,0.4895224518888097,0.7586672669968483,0.23045267489711935,0.6097560975609756,1,25.480936791740117,Playoff Team,N
CLE,1987,1.0407239819004526,0.4904515173945226,0.743642329778507,0.37797619047619047,0.5121951219512195,1,24.533518705763395,Playoff Team,N
DAL,1987,0.8857142857142857,0.474621054095397,0.7888446215139442,0.29277566539923955,0.6463414634146342,2,26.875069602632244,Playoff Team,N
DEN,1987,1.0594196222938739,0.47355859816605955,0.8042813455657493,0.3416370106761566,0.6585365853658537,2,28.40323559150657,Playoff Team,N
DET,1987,1.0239307535641549,0.49316044457110286,0.7568912710566615,0.2871287128712871,0.6585365853658537,1,27.379221435793735,Playoff Team,N
GSW,1987,0.8828709819462792,0.467720151269584,0.7958257713248639,0.2916666666666667,0.24390243902439024,0,25.07598595911625,Non-Playoff Team,N
HOU,1987,0.9923116350589442,0.4711721512102257,0.779701973419251,0.23711340206185566,0.5609756097560976,1,27.406491926564918,Playoff Team,N
IND,1987,1.0227625452664253,0.4802907464355605,0.7800201816347124,0.33608247422680415,0.4634146341463415,0,25.65810707942147,Non-Playoff Team,N
LAC,1987,0.8195652173913044,0.4434250764525994,0.7132321041214751,0.24921135646687698,0.2073170731707317,0,25.98889169401666,Non-Playoff Team,N
LAL,1987,1.0668181818181819,0.5052274653857022,0.7887096774193548,0.29707112970711297,0.7560975609756098,3,28.82903307245645,Champion,Y
MIL,1987,1.0276346604215456,0.4754908885435796,0.7749576988155669,0.32439024390243903,0.5121951219512195,0,28.511577350859454,Playoff Team,N
NJN,1987,0.9006522829904666,0.467843080064168,0.7287694974003466,0.3010989010989011,0.23170731707317074,0,26.59954499494439,Non-Playoff Team,N
NYK,1987,1.003491271820449,0.46501659292035397,0.7588898525585429,0.31569664902998235,0.4634146341463415,1,25.152284776571573,Playoff Team,N
PHI,1987,0.8556608028867839,0.4736919675755343,0.764188941779568,0.3227176220806794,0.43902439024390244,1,27.166788423714525,Non-Playoff Team,N
PHO,1987,1.0480898876404494,0.4863051218844152,0.764090909090909,0.33053221288515405,0.34146341463414637,0,27.444254543382897,Non-Playoff Team,N
POR,1987,1.0710306406685237,0.4907506702412869,0.7697149203998519,0.3078947368421053,0.6463414634146342,1,27.14899713467049,Playoff Team,N
SAC,1987,0.9724264705882353,0.47130979964563174,0.7723752151462995,0.32,0.2926829268292683,0,25.977755308392318,Non-Playoff Team,N
SAS,1987,0.9489878542510122,0.4902764915994179,0.7334162520729685,0.32281553398058255,0.3780487804878049,1,26.093663216359506,Playoff Team,N
SEA,1987,1.0926680244399185,0.4761520892113395,0.7477477477477478,0.3463949843260188,0.5365853658536586,1,25.576630571644426,Playoff Team,N
UTA,1987,1.2089402310396786,0.4912577552171461,0.7495840266222962,0.3193069306930693,0.573170731707317,1,27.036741943669117,Playoff Team,N
WA1,1987,0.8786316776007498,0.4683137911781128,0.7730210016155089,0.21014492753623187,0.4634146341463415,1,26.47510060362173,Playoff Team,N
ATL,1988,0.976926853215513,0.4719225449515906,0.8002953119232189,0.2770780856423174,0.6341463414634146,2,28.22928553395607,Playoff Team,N
BOS,1988,1.03060263653484,0.49279014419711603,0.7833120476798637,0.2524271844660194,0.5121951219512195,1,28.411122345803843,Playoff Team,N
CHA,1988,1.1271227559437167,0.4611036339165545,0.7669902912621359,0.3116279069767442,0.24390243902439024,0,27.04964610717897,Non-Playoff Team,N
CHI,1988,1.0543115769414007,0.49483352468427094,0.7863247863247863,0.3283018867924528,0.573170731707317,1,26.344843276036404,Playoff Team,N
CLE,1988,1.1062163485070975,0.5020278099652375,0.7469237079573421,0.35864978902953587,0.6951219512195121,3,25.977575297393066,Playoff Team,N
DAL,1988,0.8752930145335208,0.468989446291745,0.7887759611135661,0.30983847283406757,0.4634146341463415,0,28.496410515672395,Non-Playoff Team,N
DEN,1988,1.0683520599250935,0.46842751842751845,0.7869490060501296,0.33727810650887574,0.5365853658536586,1,29.5453722334004,Playoff Team,N
DET,1988,1.092722371967655,0.4935310364878616,0.7692307692307693,0.3,0.7682926829268293,1,28.627685325264753,Champion,Y
GSW,1988,0.9069977426636568,0.46759433370941456,0.7986577181208053,0.30842607313195547,0.524390243902439,1,25.683848279326806,Playoff Team,N
HOU,1988,1.0004962779156328,0.4741523068371317,0.7554412346656114,0.3135755258126195,0.5487804878048781,1,26.59919415764291,Playoff Team,N
